Unnamed: 0,0,20,40,60,80
-9.0,78,64,89,95,57
-8.0,72,68,31,25,58
-7.0,78,77,45,0,4
-6.0,71,71,75,76,56
-5.0,61,81,74,100,101
-4.0,72,63,78,71,79
-3.0,74,69,83,89,108
-2.0,76,71,65,84,72
-1.0,74,84,89,96,102
0.0,64,72,91,84,83
