,0,20,40,60,80
1,240,216,236,216,44
2,216,216,220,216,306
3,216,216,216,217,310
4,216,218,216,239,302
5,216,238,216,216,312
6,216,216,216,216,312
7,216,216,216,216,312
8,216,216,216,216,269
9,216,219,216,216,27
10,240,237,240,240,14
