# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
147000 0.114057 -0.0456199 -0.0562375
148000 0.0858349 -0.0488228 0.0233187
149000 0.12965 0.00164541 0.0150438
150000 0.0477924 0.0553796 -0.00457246
151000 0.028826 0.0656827 -0.0108523
152000 0.0984373 0.0413087 -0.0418818
153000 -0.00331573 0.0335602 0.00533231
154000 -0.088096 -0.0584405 0.00694956
155000 -0.178921 -0.0253641 0.0147719
156000 -0.0880639 0.0155262 0.0543766
157000 -0.0233036 0.00721002 -0.0420421
158000 0.322317 0.0864773 -0.036204
159000 0.0908502 0.0875045 0.0351297
160000 -0.120244 -0.0270573 0.0137695
161000 -0.181567 -0.0493227 0.000704808
162000 -0.0310562 0.00605018 -0.00837587
163000 0.0867183 0.0450099 -0.00359169
164000 0.158024 0.0471545 -0.0103632
165000 -0.104697 -0.00606952 0.0046058
166000 -0.128399 -0.0137869 0.0251819
167000 -0.025091 0.000482542 0.0233888
168000 0.109361 0.0373314 -0.0263063
169000 0.0825617 0.0120586 0.00353887
170000 0.0755438 -0.0109187 -0.0130345
171000 -0.101665 -0.0536829 0.0195456
172000 -0.106387 -0.012851 -0.00348649
173000 -0.028779 0.0330717 0.0354115
174000 0.107233 0.0109638 -0.0292795
175000 0.0431043 -0.00937348 0.02601
176000 -0.089238 -0.0427114 -0.0404027
177000 -0.0351817 0.0183847 0.0287854
178000 -0.0165702 0.00393736 0.0228063
179000 0.0757321 0.0487474 -0.00214585
180000 0.0367684 -0.00932815 -0.00357282
181000 0.0187618 -0.00373825 -0.00257067
182000 -0.0167535 0.000169533 0.00566335
183000 -0.0560244 -0.0239058 -0.00275754
184000 -0.01865 0.0142813 0.00256882
185000 0.103045 0.0615471 0.0121619
186000 0.0436033 0.00456971 -0.00700384
187000 -0.142074 -0.0434285 0.00649946
188000 -0.076961 -0.0460264 -0.00556793
189000 0.0771313 0.0239773 0.0198892
190000 0.114499 0.0476108 0.00114185
191000 -0.0364654 0.0107768 0.00625135
192000 -0.062481 -0.0471965 -0.017
193000 -0.024371 -0.00361244 0.0319383
194000 -0.00251093 -0.0338829 -0.00968241
195000 0.018478 -0.0195993 -0.00474055
196000 0.0782794 0.0243647 0.000583819
197000 0.0679572 0.0110701 0.0146923
198000 -0.0817296 -0.0582994 -0.00315611
199000 -0.0937207 -0.0100369 0.0193768
200000 0.0295641 -0.0224685 -0.0159971
