,0,20,40,60,80
1,300,276,296,276,99
2,246,224,220,216,306
3,246,268,261,217,314
4,275,254,231,299,358
5,217,262,276,272,353
6,276,276,248,227,331
7,242,225,244,269,372
8,250,267,276,276,329
9,272,263,245,252,69
10,244,253,271,264,37
