Unnamed: 0,0,20,40,60,80
0,300,279,218,240,267
1,246,276,261,265,29
2,246,216,231,232,39
3,275,276,276,271,139
4,217,236,270,276,371
5,276,280,246,257,334
6,242,257,276,235,346
7,250,235,258,276,370
8,272,276,234,276,365
9,244,237,298,240,308
