# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
82000 -0.0149723 -0.016595 -0.149337
83000 0.0144323 -0.0027047 -0.145128
84000 -0.0393762 0.0585042 -0.0663278
85000 0.0133985 -0.0378797 -0.175997
86000 0.0100666 -0.00221038 -0.135782
87000 -0.0022877 0.00791021 0.137302
88000 -0.0202222 -0.00590728 0.253355
89000 0.00143364 0.0248567 -0.0839392
90000 0.0061161 0.0104466 0.0417368
91000 -0.0191956 -0.0148011 0.0444306
92000 0.000909986 0.0149156 -0.0839481
93000 -0.00334498 -0.000557292 0.105383
94000 0.0063306 0.0171396 0.0235117
95000 0.0200099 -0.0131445 -0.0715423
96000 -0.0105666 0.0174688 -0.124473
97000 -0.00101771 -0.00453298 0.126203
98000 0.0217841 -0.0139238 0.128914
99000 -0.000764661 -0.00710247 -0.0419473
100000 0.00245594 0.0287022 -0.218117
101000 0.00467294 -0.0265236 0.0856005
102000 -0.00704288 0.00367424 0.236968
103000 -0.0139749 0.0357407 -0.0701611
104000 0.0171333 -0.00525347 -0.0385061
105000 0.0220664 -0.00381087 -0.107753
106000 -0.021193 -0.0066312 -0.0406702
107000 0.00449859 0.00376562 0.0316004
108000 0.0149473 0.0240989 0.11272
109000 0.0146047 -0.00613746 0.0436708
110000 0.000952546 -0.00488888 0.0386927
111000 -0.0130952 0.0125583 -0.0654707
112000 -0.00452963 0.0150411 -0.0892785
113000 0.0132307 0.00495313 0.0761246
114000 0.00828797 0.0106095 0.0191552
115000 0.00116916 -0.0345042 0.149518
116000 0.0116006 0.0101457 -0.0508389
117000 0.020335 0.0132526 0.0255875
118000 -0.0251813 0.0161321 -0.110268
119000 -0.00378741 -0.00489149 -0.0113597
120000 -0.0101385 0.0313558 0.00530141
121000 0.000519131 -0.0060924 0.0163052
122000 0.0290881 0.0057929 0.0379034
123000 -0.0209078 0.0141917 -0.104113
124000 0.0126938 -0.0227035 0.067157
125000 0.000775256 0.0231434 -0.00116089
126000 0.0228645 0.00390069 -0.00328561
127000 -0.0361699 -0.0165303 -0.0971131
128000 0.0342911 0.000197816 0.0786873
129000 0.0328338 0.0264221 -0.018445
130000 -0.0419953 -0.0160278 0.0362222
131000 0.0168287 0.00579496 0.0471015
132000 0.00553082 0.0160165 -0.0746193
133000 0.0267971 -0.00455067 0.0586542
134000 -0.00301841 -0.00770786 -0.030904
135000 -0.00514475 0.00722419 0.0404826
136000 -0.00887571 0.00807105 -0.0615931
137000 -0.01123 -0.00858124 -0.0866842
138000 0.0156415 0.0279014 0.0155066
139000 0.0197783 -0.00931878 0.0934095
140000 -0.0168243 -0.00312008 -0.0237226
141000 -0.0153729 0.0108937 -0.00422324
142000 0.0249761 0.0112307 -0.012772
143000 -0.0136102 -0.00105124 0.00272554
144000 -0.0292976 -0.0058738 -0.0294899
145000 0.0436381 -0.0125134 -0.0127453
146000 0.0201591 0.0216656 0.113158
147000 -0.0176671 0.00491222 -0.0143085
148000 0.00166329 -0.0231394 0.00624014
149000 0.0173452 0.0315314 0.0625558
150000 -0.000947214 0.0118275 -0.00662688
151000 0.0201088 -0.0157565 0.0658592
152000 -0.0197955 0.0258134 0.0459575
153000 0.0192365 -0.00297052 0.0418652
154000 -0.00648473 0.0173713 0.0058355
155000 0.00765873 -0.00192615 -0.0022446
156000 -0.0223324 -0.00797315 -0.0179567
157000 0.0348092 0.0227212 0.0128099
158000 -0.00775786 -0.00493109 0.0803814
159000 0.0244807 -0.00886936 -0.0100717
160000 -0.0110117 -0.0043794 -0.0305421
161000 0.000995652 0.0176404 -0.0254602
162000 -0.03352 0.0100043 -0.080588
163000 4.82206e-07 -0.0226368 -0.00501843
164000 0.032744 0.00296006 0.0214789
165000 0.00871596 0.0148296 0.0548149
166000 0.0044681 0.0204545 0.0207045
167000 0.0107646 -0.00689336 -0.0133696
168000 -0.0430655 0.00571998 -0.0333319
169000 -0.00238168 0.0234044 0.0124658
170000 0.000290608 -0.016758 -0.00809959
171000 0.0907942 0.00358331 0.128008
172000 -0.00326621 0.00451202 -0.00962174
173000 -0.0171078 0.00817933 0.0322337
174000 -1.8206e-05 0.00268746 -0.0445686
175000 -0.0206211 -0.00101383 -0.108565
176000 -0.0301151 0.0149228 0.0121587
177000 0.0152715 0.0116305 0.0286378
178000 0.0541505 0.0082994 0.033843
179000 0.00223557 -0.00926414 0.0268665
180000 0.0268098 -0.0144407 -0.0133368
181000 -0.0115802 0.0352148 0.0288399
182000 -0.0442017 -0.0211874 -0.0556935
183000 0.028226 0.00752309 0.0198852
184000 0.00439737 0.0133119 -0.0288496
185000 0.00551669 -0.00158819 0.0259253
186000 0.0140835 0.0020259 0.0141876
187000 -0.0211174 0.00765512 -0.0445944
188000 0.0192044 0.00661617 0.0670887
189000 0.0157519 0.000564048 -0.0176687
190000 0.0332519 0.0100841 0.0284575
191000 0.0172551 0.00948729 0.0174401
192000 0.0292177 -0.000201633 0.0408036
193000 0.0723195 -0.0101327 0.0279276
194000 0.065847 0.00610843 0.0623085
195000 0.0587133 -0.0183928 0.0779683
196000 0.00588583 0.0421441 0.00914186
197000 0.0143252 -0.00355598 -0.0241804
198000 -0.0214702 -0.007231 -0.0187838
199000 -0.0533181 0.0184751 -0.0203825
200000 -0.00424403 -0.00204652 -0.041199
