Unnamed: 0,0,20,40,60,80
-2.0,78,81,16,19,0
-1.0,72,78,89,90,81
0.0,78,60,75,76,99
1.0,71,63,67,97,95
2.0,61,77,83,78,85
3.0,72,81,90,101,95
4.0,74,60,75,79,91
5.0,76,79,87,92,110
6.0,74,60,78,88,64
7.0,64,81,60,0,0
