,0,20,40,60,80
1,240,240,218,240,267
2,216,216,216,216,8
3,216,216,216,216,0
4,216,216,216,216,79
5,216,216,240,216,311
6,216,240,216,216,299
7,216,216,216,216,315
8,216,216,216,216,316
9,216,216,216,216,305
10,240,216,238,240,308
