,0,20,40,60,80
1,240,216,216,216,294
2,216,216,216,216,308
3,216,216,216,240,312
4,216,217,240,216,312
5,216,239,216,216,312
6,216,216,216,216,310
7,216,216,216,239,72
8,216,216,216,217,0
9,216,219,226,216,9
10,240,237,230,216,279
