Unnamed: 0,0,20,40,60,80
-6,300,269,240,276,338
-5,246,238,216,216,345
-4,246,254,276,300,356
-3,275,277,300,276,372
-2,217,239,229,258,372
-1,276,276,263,241,370
0,242,259,276,292,72
1,250,233,216,217,0
2,272,279,286,226,9
3,244,244,266,266,334
