,0,20,40,60,80
1,300,269,240,276,338
2,246,238,216,216,345
3,246,254,276,300,356
4,275,277,300,276,372
5,217,239,229,258,372
6,276,276,263,241,370
7,242,259,276,292,72
8,250,233,216,217,0
9,272,279,286,226,9
10,244,244,266,266,334
