# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
136000 -0.0088276 -5.84197e-05 -0.0628423
137000 -0.0123774 0.00382514 0.0332212
138000 -0.0160422 -0.0226157 -0.0676371
139000 0.0365702 0.0396884 0.0846239
140000 0.017392 -0.00123533 0.0171561
141000 0.0125132 -0.0216307 0.0404689
142000 -0.0252035 0.0188984 -0.0156793
143000 0.0146925 0.00706269 0.0436787
144000 -0.00945798 0.0136875 -0.059943
145000 -0.0311771 -0.0190216 -0.0526086
146000 0.0179862 -0.00101255 0.0538669
147000 0.0169912 0.0172063 -0.030794
148000 -0.0117374 0.0215342 0.0070776
149000 0.00386648 -0.0192477 0.00222525
150000 -0.00470531 -0.00226603 -0.0109665
151000 0.0294851 0.00352817 0.0391865
152000 -0.00909674 0.0157902 0.0303375
153000 -0.0240344 -0.0208372 -0.0311315
154000 -0.00641019 0.0260393 0.0054105
155000 -0.00372333 -0.013915 -0.0101365
156000 0.00127152 0.00825767 0.00339468
157000 0.0134475 0.0163404 -0.00334868
158000 0.0131657 0.00618685 0.0100844
159000 0.0219986 -0.000400968 0.045191
160000 0.0229957 0.0126994 0.0426052
161000 0.0161174 0.000219725 -0.0102244
162000 -0.00242438 -0.0178746 0.013004
163000 -0.0251364 0.00679045 -0.0455149
164000 0.0285114 0.0326942 0.0297991
165000 0.00282258 -0.01205 -0.00350273
166000 -0.0221136 -0.00438883 -0.00699769
167000 -0.00840278 0.00289914 -0.0011312
168000 -0.0167434 0.0092606 -0.0507711
169000 0.0381043 -0.00717342 0.0480947
170000 -0.0321136 0.00822536 0.0282837
171000 -0.00688982 0.00232899 -0.0130602
172000 0.0220324 0.00808427 -0.00616622
173000 -0.00819672 0.0147018 0.00362536
174000 0.0244847 -0.0137838 0.0446368
175000 0.0181236 0.00140838 0.0409997
176000 0.00285571 -0.0213369 -0.0530954
177000 0.0175995 0.0216936 0.0194579
178000 -0.0172717 0.0207215 -0.00213408
179000 0.0136555 -0.0152292 0.0486849
180000 0.0151011 0.0138228 -0.0381551
181000 -0.00128976 -0.0092313 0.0353451
182000 -0.0520451 -0.00888889 -0.0473894
183000 0.0541063 0.0196361 0.0258182
184000 -0.0288859 0.00860533 -0.0483001
185000 -0.0166255 -0.00382875 0.0451179
186000 -0.0120114 -0.0113469 0.0229087
187000 0.047089 0.00992665 -0.0130227
188000 -0.0205108 0.0200166 -0.0306492
189000 0.00726001 -0.00755355 0.016079
190000 -0.03367 -0.00374361 -0.0158343
191000 0.0558384 -0.00460879 0.0351928
192000 0.0200144 0.0280587 0.0164442
193000 0.0395095 0.0117877 0.0705792
194000 -0.0425717 0.00870083 -0.0165215
195000 0.0956539 -0.0141862 0.0428674
196000 -0.0141416 0.0185452 0.00478323
197000 0.00290941 -0.015439 -0.0413933
198000 -0.0133306 -0.00370241 0.0278767
199000 -0.00893271 0.0226936 -0.0361568
200000 -0.0282423 -0.0016014 0.014498
