Unnamed: 0,0,20,40,60,80
-2.0,78,80,69,97,60
-1.0,72,74,90,74,91
0.0,78,80,85,103,83
1.0,71,66,73,72,126
2.0,61,80,86,99,60
3.0,72,66,81,82,60
4.0,74,82,60,53,60
5.0,76,72,0,0,12
6.0,74,60,87,60,108
7.0,64,60,89,80,60
