Unnamed: 0,0,20,40,60,80
-4.0,300,276,254,276,373
-3.0,246,219,262,276,363
-2.0,246,273,276,246,227
-1.0,275,288,239,246,75
0.0,217,228,253,300,60
1.0,276,276,276,276,171
2.0,242,237,246,234,298
3.0,250,255,246,258,375
4.0,272,256,221,216,312
5.0,244,260,295,240,314
