Unnamed: 0,0,20,40,60,80
-4.0,78,72,85,102,93
-3.0,72,63,88,77,109
-2.0,78,78,67,90,68
-1.0,71,87,83,90,95
0.0,61,72,91,82,105
1.0,72,60,71,98,100
2.0,74,81,85,78,60
3.0,76,39,30,42,60
4.0,74,79,41,0,0
5.0,64,89,79,61,30
