# Time-averaged data for fix 3
# TimeStep v_xstress v_ystress v_zstress
134000 0.00333908 -0.00882823 -0.0161683
135000 0.0069799 -0.00781073 -0.0239904
136000 0.000317066 0.0475795 0.0196454
137000 -0.0170437 0.0106999 0.00610499
138000 0.0291316 0.0196761 0.00521731
139000 0.0708193 0.0216743 0.003353
140000 0.00644345 -0.0208518 -0.0411033
141000 -0.00652674 0.0392536 0.00696092
142000 -0.0537907 -0.0397276 -0.0300639
143000 0.02774 0.093507 0.00690048
144000 0.00259612 0.010336 -0.017831
145000 0.0743153 0.099379 0.0230483
146000 0.027645 0.00932014 0.00206092
147000 0.0245285 0.00508078 0.0051598
148000 -0.00511324 0.0484254 -0.00969462
149000 -0.00137721 0.0196578 0.0206423
150000 -0.0110494 0.0290794 -0.00297311
151000 0.0940524 0.133867 0.0185547
152000 0.130258 0.20879 -0.0143544
153000 0.0674508 0.0437567 -0.0383958
154000 -0.0162148 -0.348993 0.0369251
155000 0.0309271 -0.187955 -9.28714e-06
156000 0.119408 0.255535 0.0269964
157000 0.0801044 0.0483005 -0.0199377
158000 0.0499313 -0.00576091 -0.0233838
159000 -0.000476655 -0.183931 0.0167144
160000 0.0731785 -0.0464273 0.0356554
161000 0.119029 0.147803 -0.0040051
162000 0.110959 -0.0915409 -0.0179015
163000 0.125048 -0.207397 0.00891293
164000 0.118912 0.105822 0.00161434
165000 0.0579738 0.109396 -0.00456379
166000 -0.0408061 -0.194339 0.00801639
167000 0.0915756 0.0311724 0.0144953
168000 0.0993223 0.157914 0.00141173
169000 0.0951257 -0.000837841 -0.0147905
170000 0.0437072 -0.292334 0.0181648
171000 0.0869899 0.0624702 -0.00264861
172000 0.0561971 0.0943236 -0.0102578
173000 0.106647 0.00782634 0.022165
174000 0.0403674 -0.163216 0.00769383
175000 0.0828013 0.0125762 0.00338879
176000 0.0265313 0.0488895 -0.0176597
177000 0.0727148 0.00198386 0.0126767
178000 0.065812 0.00923564 0.0231134
179000 0.0364727 -0.0842614 -0.0259879
180000 0.0829435 0.0597602 0.00871688
181000 0.096746 0.0932315 0.0140966
182000 0.0972406 -0.0664516 0.00559793
183000 0.0626733 -0.170561 0.0148801
184000 0.0995641 0.0177214 -0.0258932
185000 0.0836567 0.17145 0.0258295
186000 0.0369705 -0.0690736 -0.0189749
187000 0.120192 0.00978101 0.0302511
188000 0.095817 -0.0582513 -0.00917479
189000 0.113507 -0.0766749 0.00775931
190000 0.134723 -0.0233345 -0.00461244
191000 0.155252 0.080108 0.00764975
192000 0.120505 -0.0374333 0.00410512
193000 0.102301 -0.136646 0.00208253
194000 0.0322961 0.0126406 0.0148102
195000 0.112164 0.0841262 -0.00636979
196000 0.102901 0.0839427 0.000466701
197000 0.0715489 -0.248086 0.00657193
198000 0.101679 0.0667492 -0.000507953
199000 0.0622898 0.0142342 0.0255728
200000 0.0235526 -0.0539591 -0.0173278
