Unnamed: 0,0,20,40,60,80
-7,300,276,254,276,373
-6,246,219,262,276,363
-5,246,273,276,246,227
-4,275,288,239,246,75
-3,217,228,253,300,60
-2,276,276,276,276,171
-1,242,237,246,234,298
0,250,255,246,258,375
1,272,256,221,216,312
2,244,260,295,240,314
