,0,20,40,60,80
1,78,72,85,102,93
2,72,63,88,77,109
3,78,78,67,90,68
4,71,87,83,90,95
5,61,72,91,82,105
6,72,60,71,98,100
7,74,81,85,78,60
8,76,39,30,42,60
9,74,79,41,0,0
10,64,89,79,61,30
